4.943427896921455158e+02 1.174063028953844512e+00 9.321974782530551007e-01 6.509862089392628448e+00 2.220900458797521537e+01 5.113004347071952171e-01
5.253634440046271266e+02 7.489229859587400728e-01 1.129205402832285099e+00 5.348010419219547451e+00 2.358808518090937056e+01 5.336586835255845429e-01
5.343454002499631770e+02 6.212785323944799432e-01 -4.760766143181160981e-01 8.416963935382018036e+00 2.276100625443172376e+01 5.580344891344920510e-01
4.888577690895165233e+02 1.196065730059343579e+00 -5.994711445361744495e-01 8.475420300664881168e+00 2.401286317926989611e+01 5.659070234194956139e-01
4.641986590449583332e+02 7.533859250047592049e-01 -1.744249303382879868e+00 5.644103449619971791e+00 2.177786516796274086e+01 4.496030350526015740e-01
4.520314884574473808e+02 1.089381247494719540e+00 8.499899436058233615e-01 4.027896352356696852e+00 1.604725306723446110e+01 5.618006921016167610e-01
5.581180008129553016e+02 9.020003681663528727e-01 -1.808848460952109383e+00 1.339229766963438095e+00 1.638512739233940607e+01 5.413149813228140816e-01
5.089122701000678148e+02 7.130007478143156607e-01 4.601598307429145329e+00 7.836752186845735935e+00 2.374540735402550595e+01 5.171863144666374312e-01
4.508727742751993901e+02 1.187057397148854498e+00 4.134133600026091315e+00 7.444952127015641352e+00 2.220285664013086802e+01 4.264656661578448138e-01
5.505167478245223265e+02 3.928193198540103626e-01 -4.963332044048986980e+00 5.198628363716854217e+00 2.337248517575477536e+01 4.356196970019869941e-01
4.984889056522288797e+02 9.558247243242943281e-01 -1.315245984096856668e+00 9.355815759293824030e+00 1.952549916191980728e+01 4.338376651357672698e-01
4.064602311007006392e+02 3.383605568681933295e-01 9.480956980365551345e-01 5.118268133470974313e+00 1.950799480033502675e+01 5.343620009167681095e-01
5.761844652010425989e+02 8.541595990594471610e-01 -7.881616494122789529e-01 5.113033647074852084e+00 2.358706754298713548e+01 5.919547515477835420e-01
4.463052970605978658e+02 1.165425528039087499e+00 -4.507666853440685628e+00 2.892536491534427601e+00 1.662209638758945474e+01 5.942402224314216053e-01
4.004475283759426816e+02 1.096296249371625064e+00 4.296926414398920535e+00 1.121249993065024597e+00 1.543882685973008861e+01 4.099001662131573354e-01
4.555622553894846192e+02 8.211996455714342114e-01 2.183175852545647722e+00 2.563833417029948158e+00 1.670835130482192454e+01 5.729393611807166442e-01
5.501248691024254640e+02 3.326283911372769353e-01 1.500426907257430553e+00 6.386478763245540868e+00 1.950160629097720388e+01 4.967338724465458211e-01
4.770214729032630316e+02 1.163816991157485603e+00 4.882084536690783239e+00 5.811973081729306045e+00 1.803025440353693654e+01 5.004589565846770949e-01
4.996481592498999476e+02 4.361599646680724973e-01 -2.705112642946143620e+00 5.916314131283200162e+00 1.997161279930243794e+01 4.586473989926203587e-01
4.487164054677559761e+02 3.390439162159614717e-01 3.543268741393249321e+00 4.165434035475201746e+00 2.279251625024111405e+01 5.938463363497339387e-01
4.426124890566857744e+02 2.960909553804538241e-01 4.849941142677857364e+00 5.453826881160309448e+00 1.692889801759794821e+01 5.732566142274837517e-01
4.897471511563819604e+02 7.661958547087883709e-01 -4.480839812129002731e+00 1.420503159464848508e+00 2.480663925311786144e+01 5.052123850968865959e-01
4.852115235676769203e+02 4.835759973841150527e-01 2.043811685065466399e+00 5.113974647443020771e+00 1.737781957782249975e+01 4.874467857994800868e-01
4.835951777548674499e+02 8.818566598815955615e-01 4.521730892411683911e+00 3.541241253066162997e+00 2.341504983638699855e+01 4.876421545414521552e-01
5.997191900392165280e+02 4.551177358826021813e-01 8.833415286928614218e-01 1.442988736473576061e+00 1.515953032194502725e+01 5.614994689370103043e-01
4.374849784845416707e+02 1.060111084073841470e+00 -2.352348886817940965e+00 9.047234418435964542e+00 2.084375495874769157e+01 5.733662899888578579e-01
4.124700661670526642e+02 3.914637125695096254e-01 2.744472019100073545e+00 9.741595082620726487e+00 2.351995452069938963e+01 4.513647936814498829e-01
5.037830973975368352e+02 1.270900120435088043e+00 9.121309563230106665e-01 1.699065882266252103e+00 2.310241122800925595e+01 4.787250196991340578e-01
5.967834635429711625e+02 3.144420278031227478e-01 1.596251566723346782e+00 7.370166983282937068e+00 1.968708057902113495e+01 4.390128177786652430e-01
5.072733854958445932e+02 1.247962399341311812e+00 1.126506098762608543e+00 6.389275121445820993e+00 2.446767894134548271e+01 5.634270164281260929e-01
4.988732921875080706e+02 6.201232289734056602e-01 -1.827992724760812981e+00 1.411575747730786645e-02 1.776102082755460643e+01 4.851405786950626631e-01
4.359982025503235263e+02 4.713475106288696481e-01 -2.610206163431066706e+00 9.824928159788068882e-01 1.753094146284452393e+01 4.965111239915157015e-01
4.384011773956496540e+02 7.409402229908212956e-01 1.908697580116240911e+00 7.412792998528535904e+00 1.970670166247132826e+01 5.634264594107574187e-01
5.994779433312711490e+02 1.074430733980932029e+00 -4.910121160126784901e+00 4.796182162850115560e-02 1.640845969298679563e+01 5.141293364978812841e-01
